,Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival,Fulfillment - Weekday (Su = 0),Fulfillment - Day of Month
17564,Order_No_15480,User_Id_3554,Bike,3,Personal,24,4,739,12:20:02 PM,12:34:24 PM,1:01:28 PM,14,21.0,-1.2656584,36.8096257,-1.3301799,36.8575241,Rider_Id_479,2981,4,24
17565,Order_No_25778,User_Id_3032,Bike,3,Business,15,2,806,1:26:59 PM,1:42:51 PM,2:44:48 PM,19,24.4,-1.2812821,36.8891847,-1.2579304,36.8019667,Rider_Id_621,1480,2,15
17566,Order_No_28147,User_Id_718,Bike,3,Business,4,2,626,11:26:05 AM,11:39:10 AM,11:42:21 AM,4,19.5,-1.2551895,36.7822034,-1.2718639,36.8060408,Rider_Id_112,879,2,4
17567,Order_No_18291,User_Id_2545,Bike,2,Personal,2,6,743,12:24:01 PM,12:52:47 PM,1:01:07 PM,15,23.8,-1.2297202,36.8745508,-1.2797184,36.7811448,Rider_Id_549,1976,6,2
17568,Order_No_986,User_Id_1271,Bike,3,Business,25,5,696,11:37:18 AM,11:45:13 AM,11:51:01 AM,19,26.2,-1.3244885,36.897792,-1.2649605,36.7981777,Rider_Id_418,2706,5,25
17569,Order_No_15935,User_Id_1075,Bike,3,Business,6,6,946,3:46:22 PM,4:04:37 PM,4:08:17 PM,1,27.9,-1.2649605,36.7981777,-1.2527958,36.8003131,Rider_Id_318,632,6,6
17570,Order_No_17176,User_Id_1245,Bike,3,Business,15,5,923,3:24:39 PM,3:24:48 PM,4:00:48 PM,18,18.0,-1.300921,36.828195,-1.3090489,36.7065907,Rider_Id_267,2549,5,15
17571,Order_No_18368,User_Id_1271,Bike,3,Business,13,4,674,11:15:09 AM,11:34:35 AM,11:49:33 AM,24,22.0,-1.3107918,36.761794,-1.2209733,36.9045746,Rider_Id_268,3610,4,13
17572,Order_No_14369,User_Id_3239,Bike,3,Personal,10,4,602,10:19:13 AM,10:38:01 AM,10:47:05 AM,8,21.61055220241123,-1.276154,36.8224165,-1.3104506,36.8687235,Rider_Id_618,1804,4,10
17573,Order_No_18296,User_Id_3295,Bike,3,Business,15,3,662,11:03:07 AM,11:09:44 AM,11:17:50 AM,12,22.21899968426095,-1.2571472,36.7950633,-1.3029578,36.871099,Rider_Id_770,1627,3,15
17574,Order_No_25482,User_Id_3222,Bike,3,Business,28,2,543,9:06:04 AM,9:18:25 AM,9:19:29 AM,9,18.8,-1.2551895,36.7822034,-1.3074264,36.8226123,Rider_Id_706,1606,2,28
17575,Order_No_8969,User_Id_2762,Bike,1,Personal,28,5,899,3:28:58 PM,3:52:37 PM,4:12:10 PM,22,25.7,-1.2842286,36.8150609,-1.2454779,36.9490919,Rider_Id_96,3695,5,28
17576,Order_No_6597,User_Id_3496,Bike,3,Business,30,2,766,1:03:48 PM,1:09:16 PM,1:14:34 PM,16,23.282422211498353,-1.3882008,36.7699445,-1.300921,36.828195,Rider_Id_263,1753,2,30
17577,Order_No_19902,User_Id_496,Bike,3,Business,2,4,893,2:57:39 PM,3:00:27 PM,3:28:23 PM,8,24.43469255249989,-1.2571472,36.7950633,-1.3004846,36.7901591,Rider_Id_681,1296,4,2
17578,Order_No_26668,User_Id_186,Bike,3,Business,11,2,900,3:58:07 PM,3:58:54 PM,4:03:25 PM,16,21.4,-1.3700383,36.9190174,-1.2852569,36.8976121,Rider_Id_937,1968,2,11
17579,Order_No_23069,User_Id_2454,Bike,3,Business,8,1,924,3:28:23 PM,3:37:05 PM,3:48:56 PM,6,29.4,-1.3251496,36.7982151,-1.2944148,36.8033551,Rider_Id_375,879,1,8
17580,Order_No_14495,User_Id_3283,Bike,3,Business,18,4,786,1:06:25 PM,1:17:10 PM,1:25:43 PM,6,25.4,-1.272828,36.816608,-1.2628473,36.781805,Rider_Id_532,932,4,18
17581,Order_No_8656,User_Id_302,Bike,3,Business,27,7,799,1:19:41 PM,1:21:58 PM,1:30:03 PM,3,23.638563130963377,-1.2649605,36.7981777,-1.2653906,36.8134406,Rider_Id_611,1686,0,27
17582,Order_No_13145,User_Id_2956,Bike,3,Business,12,5,570,9:30:48 AM,9:35:50 AM,9:39:09 AM,3,18.6,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_674,910,5,12
17583,Order_No_14818,User_Id_2106,Bike,1,Personal,20,3,502,9:35:49 AM,9:46:49 AM,10:08:39 AM,9,16.3,-1.2266581,36.844552,-1.2874648,36.8271985,Rider_Id_661,1203,3,20
17584,Order_No_9619,User_Id_1271,Bike,3,Business,5,5,555,9:16:36 AM,9:40:37 AM,9:44:42 AM,15,19.9,-1.3244885,36.897792,-1.2285835,36.8826468,Rider_Id_411,1927,5,5
17585,Order_No_16166,User_Id_71,Bike,3,Business,24,3,866,2:34:10 PM,2:43:12 PM,3:08:41 PM,8,18.2,-1.2891922,36.825189,-1.2584143,36.8048002,Rider_Id_436,1520,3,24
17586,Order_No_23007,User_Id_2016,Bike,3,Personal,19,2,909,3:11:35 PM,3:26:45 PM,3:50:10 PM,5,29.9,-1.2821929,36.8281227,-1.2871136,36.785507,Rider_Id_845,728,2,19
17587,Order_No_12014,User_Id_3017,Bike,3,Business,15,7,1070,5:51:15 PM,5:59:06 PM,6:03:14 PM,3,20.5,-1.299313,36.7831488,-1.2905113,36.7591138,Rider_Id_45,476,0,15
17588,Order_No_6987,User_Id_633,Bike,3,Business,15,5,698,11:41:23 AM,11:45:57 AM,11:54:25 AM,9,26.1,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_764,1218,5,15
17589,Order_No_5542,User_Id_2330,Bike,3,Business,22,1,826,1:47:35 PM,1:50:57 PM,3:02:31 PM,5,26.4,-1.2891975,36.8225285,-1.2614329,36.8094365,Rider_Id_521,20,1,22
17590,Order_No_7306,User_Id_1882,Bike,3,Business,14,4,1238,8:38:43 PM,8:58:28 PM,9:37:54 PM,6,22.1,-1.2956882,36.7861845,-1.2591019,36.800577,Rider_Id_678,572,4,14
17591,Order_No_8775,User_Id_928,Bike,3,Business,30,3,548,9:14:43 AM,9:29:11 AM,9:30:41 AM,10,19.5,-1.2551895,36.7822034,-1.2999305,36.843617,Rider_Id_576,1508,3,30
17592,Order_No_15599,User_Id_2112,Bike,3,Business,29,5,788,1:20:34 PM,1:23:22 PM,1:33:48 PM,11,21.3,-1.2765736,36.8513646,-1.2156006,36.8916865,Rider_Id_549,856,5,29
17593,Order_No_3905,User_Id_633,Bike,3,Business,14,3,913,3:34:51 PM,3:46:40 PM,3:54:31 PM,12,25.5,-1.2991441,36.7528804,-1.3004062,36.829741,Rider_Id_854,2078,3,14
17594,Order_No_4371,User_Id_1148,Bike,3,Business,5,6,521,9:09:44 AM,9:27:22 AM,9:35:32 AM,9,18.9,-1.3100586,36.8500329,-1.2703428,36.8336071,Rider_Id_742,1352,6,5
17595,Order_No_13793,User_Id_1882,Bike,3,Business,4,1,488,8:09:08 AM,8:14:53 AM,8:45:07 AM,6,22.0,-1.2958783,36.7928125,-1.2588775,36.8079744,Rider_Id_715,1043,1,4
17596,Order_No_3923,User_Id_3718,Bike,3,Business,17,1,905,3:15:49 PM,3:23:41 PM,3:30:09 PM,3,24.6,-1.2650027,36.8126242,-1.272639,36.794723,Rider_Id_125,605,1,17
17597,Order_No_249,User_Id_3352,Bike,3,Personal,17,3,848,2:08:36 PM,2:17:43 PM,2:22:53 PM,13,24.05013638537625,-1.3189908,36.777074,-1.2592947,36.7698085,Rider_Id_166,1863,3,17
17598,Order_No_26052,User_Id_1594,Bike,3,Business,25,1,733,12:42:14 PM,12:47:56 PM,1:05:20 PM,24,27.3,-1.3562374,36.9042954,-1.2156006,36.8916865,Rider_Id_206,3031,1,25
17599,Order_No_25673,User_Id_1398,Bike,3,Business,6,3,505,8:26:32 AM,8:32:01 AM,8:51:23 AM,10,20.63973280020887,-1.2615584,36.8149506,-1.2945179,36.7685349,Rider_Id_698,1449,3,6
17600,Order_No_19416,User_Id_1578,Bike,3,Business,27,2,636,10:59:46 AM,11:16:43 AM,11:23:50 AM,2,24.0,-1.290894,36.822971,-1.28878,36.8168312,Rider_Id_456,463,2,27
17601,Order_No_22232,User_Id_2956,Bike,3,Business,13,1,612,10:12:55 AM,10:29:43 AM,10:40:13 AM,14,21.67479957871003,-1.207546,36.7913976,-1.2584143,36.8048002,Rider_Id_564,1421,1,13
17602,Order_No_16600,User_Id_3080,Bike,3,Business,21,4,671,11:12:54 AM,11:20:54 AM,11:25:33 AM,8,21.9,-1.2551895,36.7822034,-1.2879618,36.8200863,Rider_Id_444,3807,4,21
17603,Order_No_20742,User_Id_1461,Bike,2,Personal,13,3,650,10:50:57 AM,10:57:32 AM,11:08:32 AM,13,20.1,-1.2720769,36.8180604,-1.2037823,36.7733347,Rider_Id_409,2578,3,13
17604,Order_No_19813,User_Id_2330,Bike,3,Business,8,3,973,4:15:19 PM,4:21:48 PM,4:26:30 PM,9,25.20987794331056,-1.3040812,36.7924217,-1.2645318,36.7981775,Rider_Id_520,937,3,8
17605,Order_No_10552,User_Id_1882,Bike,3,Business,9,3,837,2:16:01 PM,2:31:22 PM,2:34:52 PM,12,25.1,-1.277018,36.820337,-1.2160907,36.8851949,Rider_Id_576,1569,3,9
17606,Order_No_21092,User_Id_384,Bike,1,Personal,24,4,890,2:53:46 PM,2:58:07 PM,3:05:05 PM,4,22.8,-1.299029,36.782493,-1.2765492,36.7669809,Rider_Id_761,739,4,24
17607,Order_No_11756,User_Id_3772,Bike,1,Personal,3,3,838,1:59:24 PM,2:08:24 PM,2:15:21 PM,5,26.8,-1.3054537,36.8284768,-1.3125593,36.8430941,Rider_Id_848,797,3,3
17608,Order_No_10844,User_Id_635,Bike,3,Business,8,4,575,10:28:43 AM,10:39:38 AM,10:47:16 AM,6,26.1,-1.2904695,36.8243257,-1.2599563,36.7993439,Rider_Id_276,1333,4,8
17609,Order_No_18154,User_Id_2477,Bike,2,Personal,24,5,765,12:45:46 PM,1:00:45 PM,1:15:13 PM,17,21.0,-1.2889751,36.8154048,-1.3610501,36.7520889,Rider_Id_249,1155,5,24
17610,Order_No_18834,User_Id_1850,Bike,3,Business,13,1,917,3:18:19 PM,3:25:59 PM,3:47:45 PM,7,24.584522453155145,-1.2571472,36.7950633,-1.3047132,36.8089553,Rider_Id_106,517,1,13
17611,Order_No_8352,User_Id_2703,Bike,3,Personal,20,4,723,1:39:33 PM,1:47:20 PM,1:50:56 PM,7,25.1,-1.2799997,36.8237091,-1.296797,36.7764525,Rider_Id_576,1027,4,20
17612,Order_No_27895,User_Id_868,Bike,3,Business,19,2,931,3:31:39 PM,3:33:04 PM,3:37:58 PM,5,30.1,-1.2600926,36.8088685,-1.265715,36.823815,Rider_Id_343,854,2,19
17613,Order_No_8035,User_Id_1774,Bike,1,Personal,28,5,824,1:45:05 PM,2:26:03 PM,2:32:27 PM,26,25.6,-1.260232,36.807334,-1.4027553,36.9514974,Rider_Id_446,3484,5,28
17614,Order_No_8669,User_Id_1553,Bike,1,Personal,6,5,654,11:23:38 AM,11:36:33 AM,11:41:08 AM,8,20.5,-1.2343087,36.84749,-1.2813544,36.8203521,Rider_Id_726,1111,5,6
17615,Order_No_1445,User_Id_1207,Bike,1,Business,10,7,893,2:54:35 PM,3:13:48 PM,3:16:16 PM,11,20.8,-1.2667935,36.9021486,-1.2351541,36.8748505,Rider_Id_589,1432,0,10
17616,Order_No_24742,User_Id_2986,Bike,3,Personal,18,5,621,10:22:15 AM,10:32:11 AM,10:50:31 AM,13,20.3,-1.338484,36.883377,-1.2903886,36.8063847,Rider_Id_418,1687,5,18
17617,Order_No_11460,User_Id_3611,Bike,1,Personal,3,1,913,3:14:53 PM,3:25:26 PM,3:29:58 PM,5,23.2,-1.2824911,36.8218042,-1.2740814,36.7953121,Rider_Id_447,1662,1,3
17618,Order_No_7200,User_Id_1754,Bike,3,Business,16,4,921,3:41:52 PM,3:57:08 PM,4:06:56 PM,19,18.9,-1.2860183,36.8975338,-1.2551895,36.7822034,Rider_Id_589,2117,4,16
17619,Order_No_7432,User_Id_478,Bike,3,Business,8,5,749,12:32:25 PM,12:41:44 PM,1:01:20 PM,8,24.4,-1.2551895,36.7822034,-1.3045333,36.8228072,Rider_Id_79,1215,5,8
17620,Order_No_4561,User_Id_190,Bike,3,Business,7,2,800,1:21:08 PM,1:22:25 PM,1:50:35 PM,9,23.476882088087486,-1.2820997,36.8163378,-1.3270347,36.8667362,Rider_Id_564,1386,2,7
17621,Order_No_23895,User_Id_2174,Bike,3,Business,23,6,536,9:08:42 AM,9:39:27 AM,10:17:55 AM,6,18.9,-1.2482781,36.884092,-1.2241625,36.8851115,Rider_Id_489,2077,6,23
17622,Order_No_11093,User_Id_1724,Bike,3,Business,7,5,574,9:36:40 AM,9:56:09 AM,9:59:06 AM,7,18.1,-1.2551895,36.7822034,-1.2885504,36.8066908,Rider_Id_19,1969,5,7
17623,Order_No_3213,User_Id_635,Bike,3,Business,18,4,945,3:46:55 PM,4:03:50 PM,4:11:06 PM,8,24.98621262158836,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_924,1413,4,18
17624,Order_No_17226,User_Id_3291,Bike,3,Business,2,4,743,12:23:19 PM,12:36:26 PM,12:55:52 PM,2,22.910644159751122,-1.266837,36.799249,-1.2600926,36.8088685,Rider_Id_448,450,4,2
17625,Order_No_10769,User_Id_635,Bike,3,Business,18,5,559,9:20:11 AM,9:24:25 AM,10:39:13 AM,8,20.2,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_111,1044,5,18
17626,Order_No_18282,User_Id_3647,Bike,3,Business,12,3,579,9:40:31 AM,9:49:20 AM,9:51:21 AM,6,21.341974270489327,-1.264316,36.8160676,-1.272639,36.794723,Rider_Id_207,645,3,12
17627,Order_No_16146,User_Id_3457,Bike,3,Business,11,2,626,10:27:37 AM,10:32:28 AM,10:36:20 AM,1,19.4,-1.2684667,36.8002891,-1.266294,36.8057971,Rider_Id_50,453,2,11
17628,Order_No_9685,User_Id_1484,Bike,3,Business,19,1,588,9:48:56 AM,9:53:09 AM,9:57:50 AM,8,19.1,-1.2551895,36.7822034,-1.304344,36.812274,Rider_Id_708,1260,1,19
17629,Order_No_26430,User_Id_1075,Bike,3,Business,7,2,652,10:53:20 AM,10:56:07 AM,11:05:22 AM,7,22.0069115830387,-1.2527958,36.8003131,-1.3012173,36.8093987,Rider_Id_575,1653,2,7
17630,Order_No_6261,User_Id_635,Bike,3,Business,5,5,865,2:25:59 PM,2:28:31 PM,2:51:01 PM,8,27.8,-1.300921,36.828195,-1.2602337,36.7990548,Rider_Id_343,1096,5,5
17631,Order_No_4856,User_Id_517,Bike,3,Business,31,1,725,1:10:12 PM,1:10:20 PM,1:20:19 PM,11,21.2,-1.3167113,36.8301563,-1.2574219,36.7927073,Rider_Id_39,759,1,31
17632,Order_No_16325,User_Id_1075,Bike,3,Business,18,1,755,12:37:06 PM,12:48:41 PM,12:50:37 PM,1,27.8,-1.2649605,36.7981777,-1.2527958,36.8003131,Rider_Id_318,635,1,18
17633,Order_No_434,User_Id_1245,Bike,3,Business,7,1,993,4:52:09 PM,5:18:42 PM,5:22:05 PM,11,24.4,-1.3198615,36.7110323,-1.3841736,36.7418921,Rider_Id_862,1962,1,7
17634,Order_No_22175,User_Id_1724,Bike,3,Business,7,2,699,11:40:22 AM,11:40:29 AM,11:44:57 AM,4,22.44116074550153,-1.2551895,36.7822034,-1.2690013,36.8092872,Rider_Id_576,665,2,7
17635,Order_No_17372,User_Id_2986,Bike,3,Personal,12,3,768,12:52:29 PM,1:09:00 PM,1:17:26 PM,4,19.5,-1.2878773,36.7818102,-1.2903886,36.8063847,Rider_Id_582,1104,3,12
17636,Order_No_26036,User_Id_1329,Bike,3,Business,13,4,788,1:09:39 PM,1:16:21 PM,1:17:36 PM,9,22.2,-1.273056,36.811298,-1.2521132,36.7559772,Rider_Id_279,3982,4,13
17637,Order_No_5786,User_Id_3647,Bike,3,Business,21,5,978,4:19:01 PM,4:28:41 PM,4:30:36 PM,22,24.6,-1.272639,36.794723,-1.3673224,36.9161975,Rider_Id_958,3975,5,21
17638,Order_No_10994,User_Id_2154,Bike,3,Business,4,4,653,11:01:09 AM,11:13:57 AM,11:32:46 AM,8,25.5,-1.2527958,36.8003131,-1.2765736,36.8513646,Rider_Id_907,1484,4,4
17639,Order_No_7593,User_Id_2112,Bike,3,Business,6,1,891,2:51:23 PM,3:05:46 PM,3:08:37 PM,16,24.5,-1.2156006,36.8916865,-1.3285517,36.9018,Rider_Id_384,2440,1,6
17640,Order_No_20681,User_Id_2763,Bike,3,Business,13,1,836,1:57:10 PM,1:59:12 PM,2:10:27 PM,13,19.6,-1.2551895,36.7822034,-1.3270347,36.8667362,Rider_Id_45,2119,1,13
17641,Order_No_9734,User_Id_857,Bike,1,Personal,23,4,661,11:02:48 AM,11:16:01 AM,11:18:03 AM,8,18.7,-1.2850644,36.8343657,-1.314945,36.8411437,Rider_Id_85,1192,4,23
17642,Order_No_2402,User_Id_1196,Bike,3,Business,29,2,808,1:44:37 PM,2:03:09 PM,2:09:19 PM,7,24.0,-1.2553615,36.7895376,-1.293278,36.827789,Rider_Id_752,966,2,29
17643,Order_No_13172,User_Id_1280,Bike,3,Business,30,2,612,10:12:21 AM,10:16:33 AM,10:21:53 AM,8,21.694105240964156,-1.2551895,36.7822034,-1.2949439,36.7604214,Rider_Id_291,1272,2,30
17644,Order_No_21387,User_Id_302,Bike,3,Business,10,1,910,3:12:18 PM,3:16:57 PM,3:29:54 PM,4,24.47298551387231,-1.2649605,36.7981777,-1.2767473,36.8095371,Rider_Id_882,744,1,10
17645,Order_No_18239,User_Id_3283,Bike,3,Business,4,1,829,1:50:19 PM,2:01:14 PM,2:25:29 PM,14,23.769822084562605,-1.228911,36.881876,-1.2628473,36.781805,Rider_Id_75,1381,1,4
17646,Order_No_24991,User_Id_265,Bike,3,Business,7,3,917,3:50:35 PM,4:07:29 PM,4:16:41 PM,8,28.1,-1.3006208,36.7727444,-1.300921,36.828195,Rider_Id_532,1488,3,7
17647,Order_No_3753,User_Id_1500,Bike,3,Business,8,3,481,8:02:55 AM,8:14:18 AM,8:37:27 AM,11,20.42048490287871,-1.3077869,36.8443207,-1.2638185,36.7930057,Rider_Id_956,1629,3,8
17648,Order_No_19057,User_Id_2069,Bike,3,Business,28,4,650,10:51:40 AM,10:55:54 AM,11:13:33 AM,12,27.8,-1.2600926,36.8088685,-1.228911,36.881876,Rider_Id_148,1373,4,28
17649,Order_No_27420,User_Id_2150,Bike,3,Business,18,4,528,8:49:07 AM,9:00:59 AM,9:14:18 AM,11,20.94206501113657,-1.303596,36.778378,-1.344446,36.756597,Rider_Id_435,1867,4,18
17650,Order_No_9040,User_Id_2159,Bike,3,Business,14,2,1011,4:52:18 PM,5:04:33 PM,5:41:33 PM,9,23.2,-1.2654879,36.7984789,-1.304735,36.7846054,Rider_Id_213,1557,2,14
17651,Order_No_3594,User_Id_2701,Bike,3,Business,6,3,757,12:38:00 PM,12:38:05 PM,1:05:59 PM,5,23.053071851995696,-1.290894,36.822971,-1.2765736,36.8513646,Rider_Id_906,651,3,6
17652,Order_No_6394,User_Id_3055,Bike,1,Personal,26,3,994,4:35:33 PM,5:06:49 PM,5:08:37 PM,9,19.5,-1.2248308,36.8012573,-1.2169587,36.8420167,Rider_Id_607,2107,3,26
17653,Order_No_26205,User_Id_2801,Bike,3,Business,21,4,929,3:30:39 PM,3:51:00 PM,4:05:14 PM,9,26.3,-1.307726,36.839117,-1.2595422,36.7871178,Rider_Id_953,1665,4,21
17654,Order_No_18748,User_Id_3291,Bike,3,Business,4,1,645,10:46:23 AM,10:55:54 AM,10:58:11 AM,8,25.4,-1.303596,36.778378,-1.2600926,36.8088685,Rider_Id_71,1878,1,4
17655,Order_No_14846,User_Id_3291,Bike,3,Business,9,3,883,2:44:15 PM,2:46:15 PM,2:55:38 PM,2,25.4,-1.2673935,36.8030328,-1.2600926,36.8088685,Rider_Id_105,79,3,9
17656,Order_No_8963,User_Id_1146,Bike,3,Business,13,4,762,1:08:25 PM,1:13:11 PM,1:25:40 PM,7,22.1,-1.3167113,36.8301563,-1.3083266,36.8494756,Rider_Id_2,817,4,13
17657,Order_No_8430,User_Id_1496,Bike,1,Personal,12,5,1251,8:52:27 PM,9:13:24 PM,9:34:47 PM,14,21.9,-1.207546,36.7913976,-1.2544802,36.8111822,Rider_Id_103,1206,5,12
17658,Order_No_18126,User_Id_1703,Bike,3,Personal,4,3,599,12:16:30 PM,12:26:56 PM,12:34:22 PM,3,17.2,-1.2806884,36.8204868,-1.2896399,36.8124498,Rider_Id_79,1086,3,4
17659,Order_No_8181,User_Id_302,Bike,3,Business,27,6,957,4:07:12 PM,4:14:11 PM,4:21:22 PM,2,25.137979169371583,-1.2649605,36.7981777,-1.2661981,36.8154712,Rider_Id_949,1204,6,27
17660,Order_No_18948,User_Id_2801,Bike,3,Business,12,2,853,2:14:00 PM,2:26:42 PM,2:31:09 PM,14,24.05975288427781,-1.3104506,36.8687235,-1.2674274,36.7870827,Rider_Id_495,1818,2,12
17661,Order_No_5679,User_Id_635,Bike,3,Business,23,5,835,2:03:01 PM,2:10:19 PM,2:32:57 PM,8,26.5,-1.3016417,36.8271679,-1.2599563,36.7993439,Rider_Id_237,1088,5,23
17662,Order_No_7333,User_Id_517,Bike,3,Business,13,2,522,9:58:24 AM,10:28:05 AM,10:33:48 AM,6,22.3,-1.3177547,36.8303703,-1.3077869,36.8443207,Rider_Id_95,1137,2,13
17663,Order_No_24975,User_Id_2808,Bike,3,Business,10,1,799,2:13:51 PM,3:00:28 PM,3:16:55 PM,7,19.0,-1.263499,36.8014548,-1.2966535,36.8123136,Rider_Id_574,1109,1,10
17664,Order_No_15937,User_Id_2392,Bike,3,Personal,6,4,783,1:05:47 PM,1:14:16 PM,2:17:27 PM,18,21.3,-1.2365885,36.8898127,-1.3013102,36.7963702,Rider_Id_8,1974,4,6
17665,Order_No_1671,User_Id_265,Bike,3,Business,3,1,888,3:01:40 PM,3:01:48 PM,3:16:50 PM,6,23.4,-1.3022899,36.869332,-1.3016417,36.8271679,Rider_Id_406,600,1,3
17666,Order_No_28172,User_Id_391,Bike,3,Business,25,6,526,9:02:21 AM,9:52:50 AM,9:58:12 AM,16,21.0583717296581,-1.3198615,36.7110323,-1.2867454,36.8259017,Rider_Id_538,3367,6,25
17667,Order_No_21515,User_Id_649,Bike,3,Business,21,4,870,2:31:25 PM,2:33:38 PM,2:43:09 PM,3,26.5,-1.256855,36.804132,-1.2551895,36.7822034,Rider_Id_647,473,4,21
17668,Order_No_6543,User_Id_3291,Bike,3,Business,10,1,650,11:04:09 AM,11:23:36 AM,11:30:10 AM,11,23.5,-1.2296618,36.8438272,-1.2600926,36.8088685,Rider_Id_626,1130,1,10
17669,Order_No_19056,User_Id_2216,Bike,3,Business,10,1,873,2:34:38 PM,2:40:50 PM,2:47:28 PM,1,18.4,-1.2551895,36.7822034,-1.2549259,36.7919494,Rider_Id_205,427,1,10
17670,Order_No_12571,User_Id_1244,Bike,3,Business,25,1,713,11:56:51 AM,12:11:20 PM,12:21:21 PM,18,26.9,-1.293515,36.897607,-1.303596,36.778378,Rider_Id_126,3031,1,25
17671,Order_No_16452,User_Id_3326,Bike,3,Business,11,4,929,3:33:31 PM,4:04:16 PM,4:07:22 PM,4,27.2,-1.2551895,36.7822034,-1.2585521,36.7945765,Rider_Id_547,825,4,11
17672,Order_No_28016,User_Id_391,Bike,3,Business,13,1,924,3:46:45 PM,3:57:06 PM,4:12:27 PM,5,24.628736023081068,-1.2602337,36.7990548,-1.2784063,36.8222933,Rider_Id_291,787,1,13
17673,Order_No_18155,User_Id_103,Bike,3,Business,26,5,1096,6:35:00 PM,7:22:58 PM,7:26:48 PM,21,26.658268539277046,-1.1668055,36.8304448,-1.2844665,36.7866113,Rider_Id_222,1993,5,26
17674,Order_No_10784,User_Id_2330,Bike,3,Business,24,4,666,11:06:27 AM,11:15:10 AM,11:17:37 AM,4,24.7,-1.2326041,36.8009029,-1.2533885,36.8165128,Rider_Id_882,916,4,24
17675,Order_No_26470,User_Id_2956,Bike,3,Business,23,6,795,1:17:12 PM,1:21:15 PM,1:27:20 PM,2,23.547766522236465,-1.2527958,36.8003131,-1.2584143,36.8048002,Rider_Id_318,804,6,23
17676,Order_No_21483,User_Id_3689,Bike,3,Business,28,5,870,2:30:32 PM,2:43:45 PM,2:48:49 PM,7,25.7,-1.2527958,36.8003131,-1.2973654,36.8105527,Rider_Id_948,1589,5,28
17677,Order_No_27943,User_Id_496,Bike,3,Business,19,1,894,2:56:43 PM,2:59:10 PM,3:05:02 PM,11,25.1,-1.2967108,36.7871135,-1.2551895,36.7822034,Rider_Id_597,1290,1,19
17678,Order_No_22770,User_Id_2330,Bike,3,Business,22,3,1043,5:24:02 PM,5:33:48 PM,5:48:46 PM,10,24.2,-1.3339536,36.7181,-1.294597,36.7742999,Rider_Id_362,1417,3,22
17679,Order_No_16044,User_Id_2804,Bike,1,Business,11,5,592,9:59:42 AM,10:01:13 AM,11:07:01 AM,7,20.6,-1.2811695,36.8200313,-1.255956,36.789867,Rider_Id_644,579,5,11
17680,Order_No_17288,User_Id_3404,Bike,3,Business,17,1,563,9:24:47 AM,9:32:08 AM,9:42:40 AM,4,19.2,-1.279395,36.825364,-1.2790653,36.7907262,Rider_Id_194,508,1,17
17681,Order_No_9221,User_Id_788,Bike,3,Business,25,1,791,1:15:58 PM,2:04:11 PM,2:19:46 PM,10,28.1,-1.290894,36.822971,-1.225322,36.80855,Rider_Id_863,2127,1,25
17682,Order_No_17741,User_Id_3084,Bike,3,Business,5,2,950,4:36:38 PM,4:55:14 PM,5:02:18 PM,17,25.019637513436386,-1.215326,36.8919938,-1.2767257,36.787393,Rider_Id_8,1955,2,5
17683,Order_No_13925,User_Id_1935,Bike,1,Personal,24,2,723,12:03:55 PM,12:14:05 PM,12:21:18 PM,10,17.2,-1.2576857,36.7799199,-1.2892697,36.8154514,Rider_Id_379,1268,2,24
17684,Order_No_4023,User_Id_635,Bike,3,Business,9,6,606,10:07:18 AM,10:17:57 AM,11:07:54 AM,6,27.5,-1.3081376,36.8329772,-1.3229345,36.8566974,Rider_Id_181,1622,6,9
17685,Order_No_18131,User_Id_3201,Bike,3,Business,9,4,850,2:12:35 PM,2:15:09 PM,2:32:35 PM,2,23.9740358131916,-1.2551895,36.7822034,-1.2584143,36.8048002,Rider_Id_361,592,4,9
17686,Order_No_17339,User_Id_3404,Bike,3,Business,2,3,864,2:24:32 PM,2:27:47 PM,2:32:26 PM,5,25.9,-1.2584143,36.8048002,-1.279395,36.825364,Rider_Id_134,1928,3,2
17687,Order_No_10055,User_Id_1402,Bike,3,Business,3,5,578,9:40:59 AM,10:11:20 AM,10:12:25 AM,8,21.3945056348825,-1.2813012,36.8323962,-1.2551895,36.7822034,Rider_Id_624,1667,5,3
17688,Order_No_24677,User_Id_3326,Bike,3,Business,23,3,955,3:55:56 PM,3:56:00 PM,3:57:02 PM,9,27.5,-1.304344,36.812274,-1.2551895,36.7822034,Rider_Id_31,1173,3,23
17689,Order_No_3781,User_Id_3557,Bike,3,Business,16,5,1026,5:23:00 PM,5:36:08 PM,5:45:05 PM,6,26.2,-1.2820581,36.8284909,-1.2546732,36.8086796,Rider_Id_615,981,5,16
